word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
remake,ri'meik,n. creation that is created again or anew\nv. make new,"vt. 再作, 再制, 重作\nn. 再制, 改作, 重制物",,1,,,20128,10609,d:remade/i:remaking/p:remade/s:remakes/3:remakes,,
remark,ri'mɑ:k,n. a statement that expresses a personal opinion or belief or adds information\nn. explicit notice,"n. 评论, 注意\nvt. 评论, 注意\nvi. 评论, 谈论\n[计] 注释",,3,1,gk cet4 cet6 ky toefl ielts,2581,3389,s:remarks/p:remarked/d:remarked/3:remarks/i:remarking,,
remedy,'remidi,n. a medicine or therapy that cures disease or relieve pain\nv. provide relief for,"n. 药物, 治疗法, 治疗, 补救, 赔偿\nvt. 治疗, 补救, 矫正, 改善, 修补, 修缮",,2,,cet4 cet6 ky toefl ielts,3157,5111,s:remedies/d:remedied/i:remedying/p:remedied/3:remedies,,
remember,ri'membә,v. recall knowledge from memory; have a recollection\nv. keep in mind for attention or consideration\nv. recapture the past; indulge in memories\nv. show appreciation to,"vt. 记得, 回忆起, 记住, 铭记, 纪念\nvi. 记得",,5,1,zk gk,346,379,p:remembered/d:remembered/i:remembering/3:remembers,,
remembrancer,ri'membrәnsә,"n. One who, or that which, serves to bring to, or keep\n   in, mind; a memento; a memorial; a reminder.\nn. A term applied in England to several officers, having\n   various functions, their duty originally being to bring certain matters\n   to the attention of the proper persons at the proper time.","n. 纪念品, 提醒者",,,,,0,0,s:remembrancers,,
remembrancers,,"plural of remembrancer\nn. One who, or that which, serves to bring to, or keep\n   in, mind; a memento; a memorial; a reminder.\nn. A term applied in England to several officers, having\n   various functions, their duty originally being to bring certain matters\n   to the attention of the proper persons at the proper time.","(remembrancer 的复数) n. 纪念品, 提醒者",,,,,0,0,0:remembrancer/1:s,,
remind,ri'maind,v. put in the mind of someone,"vt. 提醒, 使想起",,3,1,gk cet4 cet6 ky toefl ielts,1700,1458,p:reminded/d:reminded/3:reminds/i:reminding,,
reminder,ri'maindә,n. a message that helps you remember something\nn. an experience that causes you to remember something,"n. 提醒的人, 暗示\n[经] 催单",,2,,toefl gre,4679,4390,s:reminders,,
remit,ri'mit,"n. the topic that a person, committee, or piece of research is expected to deal with or has authority to deal with\nv. send (money) in payment\nv. release from (claims, debts, or taxes)\nv. refer (a matter or legal case) to another committee or authority or court for decision","vt. 宽恕, 赦免, 免除, 汇出, 缓解, 减轻, 把...提交, 使恢复原状, 推迟\nvi. 缓解, 汇款\nn. 移交的事物",,1,,toefl gre,10306,28338,d:remitted/s:remits/p:remitted/i:remitting/3:remits,,
remits,rɪˈmɪts,"n the topic that a person, committee, or piece of research is expected to deal with or has authority to deal with\nn (law) the act of remitting (especially the referral of a law case to another court)\nv send (money) in payment\nv hold back to a later time\nv release from (claims, debts, or taxes)\nv refer (a matter or legal case) to another committee or authority or court for decision\nv forgive\nv make slack as by lessening tension or firmness\nv diminish or abate","n. 职权范围, 控制范围, 影响范围( remit的名词复数 )\nv. 免除（债务）, 宽恕( remit的第三人称单数 ); 使某事缓和; 寄回, 传送",,,,,0,0,0:remit/1:s3,,
remote,ri'mәut,n a device that can be used to control a machine or apparatus from a distance\ns located far away spatially\ns very unlikely\ns separate or apart in time\ns inaccessible and sparsely populated; \na far apart in relevance or relationship or kinship,"a. 遥远的, 偏僻的, 疏远的, 微少的\n[计] 远程, 远程访问实用程序",,3,1,gk cet4 cet6 ky toefl,2684,2778,r:remoter/t:remotest,,
remove,ri'mu:v,"n. degree of figurative distance or separation; \nv. remove something concrete, as by lifting, pushing, or taking off, or remove something abstract\nv. remove from a position or an office\nv. shift the position or location of, as for business, legal, educational, or military purposes","vt. 移动, 调动, 除去, 迁移, 开除, 移交\nvi. 迁移, 移动, 搬家\nn. 班级, 升级, 移动, 搬家, 间距\n[计] 删除",,4,1,gk cet4 cet6 ky toefl gre,866,876,d:removed/i:removing/p:removed/3:removes,,
removes,,"n degree of figurative distance or separation; \nv remove something concrete, as by lifting, pushing, or taking off, or remove something abstract\nv remove from a position or an office\nv dispose of\nv cause to leave\nv shift the position or location of, as for business, legal, educational, or military purposes\nv go away or leave\nv kill intentionally and with premeditation\nv get rid of something abstract",n. 引语排版；迁移；清除；差距（remove的复数）,,,,,0,0,0:remove/1:3,,
removing,ri'mu:viŋ,"v remove something concrete, as by lifting, pushing, or taking off, or remove something abstract\nv remove from a position or an office\nv dispose of\nv cause to leave\nv shift the position or location of, as for business, legal, educational, or military purposes\nv go away or leave\nv kill intentionally and with premeditation\nv get rid of something abstract",n. 拆迁；消除,,,,,0,0,0:remove/1:i,,
rencounter,ren'kauntә,"v. t. To meet unexpectedly; to encounter.\nv. t. To attack hand to hand.\nv. i. To meet unexpectedly; to encounter in a hostile\n   manner; to come in collision; to skirmish.\nn. A meeting of two persons or bodies; a collision;\n   especially, a meeting in opposition or contest; a combat, action, or\n   engagement.\nn. A causal combat or action; a sudden contest or fight\n   without premeditation, as between individuals or small parties.","n. 冲突, 决斗, 论战\nv. 交战, 冲突, 邂逅",,,,,0,0,,,
render,'rendә,n. a substance similar to stucco but exclusively applied to masonry walls\nv. cause to become\nv. give or supply\nv. pass down,"vt. 回报, 给于, 付给, 汇报, 提出, 舍弃, 反映, 表示, 表演, 致使, 执行, 实施\nvi. 给予补偿\nn. 交纳, 打底",,2,,cet4 cet6 ky toefl ielts gre,3315,3537,d:rendered/3:renders/i:rendering/p:rendered,,
renegade,'renigeid,n. someone who rebels and becomes an outlaw,"n. 背教者, 变节者, 脱党者\na. 背弃的, 脱离的, 叛徒的\nvi. 背叛, 背弃, 脱离",,1,,gre,22372,13169,s:renegades,,
renege,ri'ni:g,v. fail to fulfill a promise or obligation,"vi. 违例出牌, 食言, 毁约\nvt. 否认, 放弃, 拒绝\nn. 出牌违例",,1,,gre,15485,18611,i:reneging/d:reneged/p:reneged/s:reneges/3:reneges,,
renew,ri'nju:,"v reestablish on a new, usually improved, basis or make new or like new\nv cause to appear in a new form","vt. 使更新, 使恢复, 复兴, 修补, 补充, 继续, 重订, 重申, 续借\nvi. 更新, 重新开始",,3,,cet4 cet6 ky toefl,4932,5526,p:renewed/d:renewed/i:renewing/3:renews,,
renewable,ri'nju(:)әbl,a. that can be renewed or extended\ns. capable of being renewed; replaceable,"a. 可更新的, 可恢复的, 可继续的, 可换新的, 可重复的, 可重说的\n[计] 可更新, 可再生的",,1,,toefl,12843,7302,s:renewables/3:renewables,,
renewal,ri'nju:әl,n. the act of renewing,"n. 更新, 革新, 复兴, 恢复, 修补, 补充, 继续, 重订, 重申, 续借\n[经] 更新, 换新, 重申",,,,toefl ielts,5366,6501,s:renewals,,
renounce,ri'nauns,"v give up, such as power, as of monarchs and emperors, or duties and obligations\nv leave (a job, post, or position) voluntarily\nv turn away from; give up\nv cast off","vt. 拒绝, 放弃, 否认, 垫牌\nvi. 垫牌, 声明放弃权利\nn. 垫牌",,1,,toefl gre,9856,10656,d:renounced/p:renounced/i:renouncing/3:renounces,,
renovate,'renәuveit,v. restore to a previous or better condition,"vt. 更新, 革新, 刷新, 修复, 使恢复活力",,1,,ky toefl gre,11515,8620,d:renovated/i:renovating/p:renovated/3:renovates,,
rent,rent,"n. a payment or series of payments made by the lessee to an owner for use of some property, facility, equipment, or service\nn. the act of rending or ripping or splitting something\nv. let for money\nv. hold under a lease or rental agreement; of goods and services","n. 租金, 房租, 出租物, 裂缝, 破裂处, 分裂\nvt. 租用, 租出\nvi. 出租\na. 分裂的, 破裂的\nrend的过去式和过去分词",,3,1,gk cet4 cet6 ky toefl ielts gre,2386,3433,s:rents/i:renting/d:rented/p:rented/3:rents/0:rent/1:d,,
repair,ri'pєә,"n. the act of putting something in working order again\nn. a formal way of referring to the condition of something\nv. restore by replacing a part or putting together what is torn or broken\nv. move, travel, or proceed toward some place","n. 修理, 补救, 修复\nvt. 修理, 修补, 补救, 恢复, 补偿\nvi. 修理, 修补, 补救, 恢复, 去, 常去, 集合",,3,1,zk gk cet4 cet6 ky toefl ielts,2940,3874,s:repairs/i:repairing/d:repaired/p:repaired/3:repairs,,
reparation,.repә'reiʃәn,n. compensation (given or received) for an insult or injury\nn. (usually plural) compensation exacted from a defeated nation by the victors\nn. something done or paid in expiation of a wrong,"n. 补偿, 赔偿, 弥补, 修复, 修理\n[经] 赔偿, 补偿, 修理",,1,,gre,15753,13025,s:reparations,,
repayment,ri'peimәnt,n. payment of a debt or obligation,"n. 付还, 偿还, 报复, 付还的钱\n[经] 偿还, 付还",,2,,,5415,14804,s:repayments,,
repeat,ri'pi:t,"n. an event that repeats\nv. to say, state, or perform again\nv. to say again or imitate\nv. do over","n. 重复, 反复\nvt. 重做, 重复, 复述, 使再现, 复制\nvi. 重复\n[计] 重复",,4,1,zk gk cet4 cet6 ky toefl,1398,1602,p:repeated/d:repeated/i:repeating/3:repeats/s:repeats,,
repeatedly,ri'pi:tidli,r. several time,"adv. 重复地, 再三地",,,1,cet4 cet6 ky,4718,3245,,,
repel,ri'pel,v. cause to move back by force or influence\nv. be repellent to; cause aversion in\nv. force or drive back,"vt. 逐退, 抵制, 使厌恶, 抗御\nvi. 使厌恶, 相互排斥",,1,,cet6 ky toefl ielts gre,11198,11198,d:repelled/p:repelled/i:repelling/3:repels,,
repellent,ri'pelәnt,n. a compound with which fabrics are treated to repel water\nn. a chemical substance that repels animals\nn. the power to repel\ns. incapable of absorbing or mixing with,"a. 抵抗的, 排斥的, 令人讨厌的, 防水的\nn. 防水布, 防护剂",,1,,gre,21710,16746,s:repellents,,
repercussion,.ri:pә'kʌʃәn,n. a remote or indirect consequence of some action,"n. 弹回, 反响, 反射\n[医] 消退[法], 消肿[法], 浮动诊胎法",,1,,gre,11252,10805,s:repercussions,,
repertoire,'repәtwɑ:,"n. a collection of works (plays, songs, operas, ballets) that an artist or company can perform and do perform for short intervals on a regular schedule","n. 全部剧目, 全部技能, 全部节目, 全部作品",,1,,cet6 ky toefl ielts gre,7794,7784,s:repertoires,,
repertoires,,"plural of repertoire\nn. a collection of works (plays, songs, operas, ballets) that an artist or company can perform and do perform for short intervals on a regular schedule","(repertoire 的复数) n. 全部剧目, 全部技能, 全部节目, 全部作品",,,,,0,0,0:repertoire/1:s,,
replace,ri'pleis,v. substitute a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected)\nv. put something back where it belongs,"vt. 代替, 替换, 放回, 归还\n[计] 替换; DOS外部命令:取代或更新文件",,4,1,gk cet4 cet6 ky toefl,894,1182,d:replaced/i:replacing/p:replaced/3:replaces,,
replicate,'replikeit,v. reproduce or make an exact copy of,"vt. 折叠, 折转, 复制\nn. 复现试验, 复制品, 高八度音\na. 复现的, 复制的, 折转的, 弯回的",,1,,toefl,10373,6621,d:replicated/3:replicates/i:replicating/p:replicated,,
reply,ri'plai,n. the speech act of continuing a conversational exchange,"n. 答复, 回答, 答辩\nvi. 答复, 回答, 回击, 反响, 答辩\nvt. 回答\n[计] 答复",,4,1,zk gk cet4 cet6 ky,1286,2219,p:replied/s:replies/3:replies/i:replying/d:replied,,
report,ri'pɒ:t,n. a written document describing the findings of some individual or group\nn. the act of informing by verbal report\nn. a short account of the news\nn. a sharp explosive sound (especially the sound of a gun firing),"n. 报告, 报道, 传说, 案情报告, 爆炸声, 成绩单\nvt. 报告, 汇报, 转述, 报道, 揭发, 使报到\nvi. 报告, 写报道, 报到\n[计] 报告",,5,1,zk gk ielts,276,450,d:reported/s:reports/p:reported/3:reports/i:reporting,,
reporter,ri'pɒ:tә,n. a person who investigates and reports or edits news stories,"n. 记者, 报告者\n[化] 指示器",,4,,gk cet4 cet6 ky,3671,1286,s:reporters,,
repose,ri'pәuz,n. a disposition free from stress or emotion\nv. put or confide something in a person or thing\nv. lie when dead,"n. 休息, 睡眠, 静止\nvt. 使休息, 寄托于\nvi. 休息, 长眠, 静卧, 座落, 依靠, 信赖",,,,gre,20810,19187,i:reposing/p:reposed/d:reposed/3:reposes/s:reposes,,
repository,ri'pɔzitәri,n. a person to whom a secret is entrusted\nn. a burial vault (usually for some famous person),"n. 贮藏所, 贮物器, 仓库, 博物馆, 店铺, 陈列室, 资源丰富地区, 墓地, 亲信, 知己\n[经] 仓库, 栈房, 贮藏所",,1,,gre,10284,11102,s:repositories,,
represent,.repri'zent,"v. take the place of or be parallel or equivalent to\nv. be representative or typical for\nv. be a delegate or spokesperson for; represent somebody's interest or be a proxy or substitute for, as of politicians and office holders representing their constituents, or of a tenant representing other tenants in a housing dispute\nv. serve as a means of expressing something","vt. 表现, 表示, 描绘, 讲述, 代表, 象征, 回忆, 再赠送, 再上演\nvi. 提出异议",,4,1,gk cet4 cet6 ky toefl ielts,645,687,d:represented/3:represents/i:representing/p:represented,,
